section_a,section_b,journal_similarity
Caliciviruses Section,Antibacterial Host Defense Unit,0.075
Chlamydial Diseases Section,Cellular Biology Section,0.075
Innate Immunity and Pathogenesis Section,Clinical Pathophysiology Section,0.075
Malaria Immunology Section,Immune Activation Section,0.075
Molecular Entomology Unit,Inflammation & Innate Immunity Unit,0.075
Molecular Genetics Section (Laboratory of Viral Diseases),Apicomplexan Molecular Physiology Section,0.075
Molecular Microbiology Section,Clinical Research Section,0.075
Molecular Signaling Section,Malaria Immunology Section,0.075
Pathogen-Host Cell Biology Section,Apicomplexan Molecular Physiology Section,0.075
Pathogenesis and Immunity Section,Genomic Technologies Section,0.075
RNA Viruses Section,Molecular Parasitology Section,0.075
Structural Immunology Section,Innate Immunity and Pathogenesis Section,0.075
Structural Virology Section,Microbial Pathogenesis Section,0.075
TSE/Prion and Retroviral Pathogenesis Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.075
Translational Allergic Immunopathology Unit,Fungal Pathogenesis Section,0.075
Translational Autoinflammatory Disease Studies Unit,Immune Activation Section,0.075
Translational Autoinflammatory Disease Studies Unit,Molecular Signaling Section,0.075
Vaccine Development Unit,Genomic Technologies Section,0.075
Vector Molecular Biology Section,Molecular Pathogenesis Unit,0.075
Viral Biology Section,Host-Parasite Interactions Section,0.075
T-Lymphocyte Biology Section,Human Immunological Diseases Section,0.0749063670411985
Viral Immunology Section,Genetic Immunotherapy Section,0.0749063670411985
Viral Pathogenesis and Vaccine Section,Malaria Genetics Section,0.0749063670411985
Cellular Biology Section,Biology of Vector-Borne Viruses Section,0.07488986784140969
Immunity to Pulmonary Pathogens Section,Disease Modeling and Transmission Section,0.0748792270531401
Lymphocyte Biology Section,Flow Cytometry Section,0.0748663101604278
Malaria Immunology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07482993197278912
Mucosal Immunobiology Section,Hepatic Pathogenesis Section,0.07476635514018691
Viral Biology Section,Type 2 Immunity Section,0.07476635514018691
Tuberculosis Research Section,Clinical Pathophysiology Section,0.07473309608540925
Clinical Research Section,Chlamydial Diseases Section,0.07471264367816093
RML Flow Cytometry Unit,Mucosal Immunity Section,0.07471264367816093
Molecular Pathogenesis and Biomarkers Section,Molecular Development of the Immune System Section,0.07468879668049792
Molecular and Cellular Immunoregulation Section,Clinical and Molecular Retrovirology Section,0.07468879668049792
Vector-Pathogen-Host Interaction Unit,B-Cell Immunology Section,0.07464788732394366
Molecular Defenses Section,Barrier Immunity Section,0.07462686567164178
Molecular Genetics Section (Laboratory of Viral Diseases),Computational Biology Unit,0.07462686567164178
Neuroimmunology Unit,Building NIHAC/103,0.07462686567164178
Scientist Emerita,Integrative Immunobiology Section,0.07462686567164178
Systems Genomics Section,Gene Regulation Section,0.07462686567164178
T-Lymphocyte Biology Section,Chemotaxis Signal Section,0.07462686567164178
TSE/Prion Biochemistry Section,Immunity to Pulmonary Pathogens Section,0.07462686567164178
TSE/Prion Molecular Biology Section,Malaria Cell Biology Section,0.07462686567164178
Type 2 Immunity Section,Chemotaxis Signal Section,0.07462686567164178
Type 2 Immunity Section,Clinical and Molecular Retrovirology Section,0.07462686567164178
Viral Biochemistry Section,Molecular Pathogenesis Unit,0.07462686567164178
Immunobiology Section,Gene Regulation Section,0.07456140350877193
Infectious Disease Fellowship Training Program,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07450980392156863
Vector Molecular Biology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.07450980392156863
Epidemiology and Population Studies Unit,Clinical Research Section,0.07446808510638298
Structural Virology Section,Chlamydial Diseases Section,0.07446808510638298
Structural Virology Section,Malaria Functional Genomics Section,0.07446808510638298
T-Lymphocyte Biology Section,Human Eosinophil Section,0.07446808510638298
Viral Budding Unit,Host-Parasite Interactions Section,0.07446808510638298
Mucosal Immunity Section,Genomic Technologies Section,0.07441860465116279
Pathology Core,Microbial Pathogenesis Section,0.0744047619047619
Inflammation & Innate Immunity Unit,Emerging Virus Immunity Unit,0.0743801652892562
Mosquito Immunity and Vector Competence Section,Inflammation Biology Section,0.0743801652892562
Neuroimmunology Unit,Immunobiology Section,0.0743801652892562
TSE/Prion Molecular Biology Section,Lyme Disease Studies Unit,0.0743801652892562
Viral Biology Section,Structural Immunology Section,0.0743801652892562
Pathogen Molecular Genetics Section,Clinical Pathophysiology Section,0.07434944237918216
Lymphocyte Biology Section,HIV Pathogenesis Section,0.07432432432432433
Salmonella-Host Cell Interactions Section,HIV-Specific Immunity Section,0.07432432432432433
Translational Mycology Section,TSE/Prion Molecular Biology Section,0.07432432432432433
Viral Epidemiology and Immunity Unit,Malaria Immunology Section,0.07428571428571429
Viral Pathogenesis and Vaccine Section,Immunity to Pulmonary Pathogens Section,0.07428571428571429
Inflammation Biology Section,Helminth Immunology Section,0.07425742574257425
Molecular Microbiology Section,Caliciviruses Section,0.07425742574257425
Molecular Pathogenesis and Biomarkers Section,Barrier Immunity Section,0.07423580786026202
Systems Genomics Section,Epidemiology and Population Studies Unit,0.07423580786026202
Tuberculosis Research Section,Lyme Disease Studies Unit,0.07420494699646643
Clinical Research Section,B-Cell Molecular Immunology Section,0.07407407407407407
Helminth Immunology Section,Coxiella Pathogenesis Section,0.07407407407407407
Inflammation & Innate Immunity Unit,Epithelial Therapeutics Unit,0.07407407407407407
Integrative Immunobiology Section,Fungal Pathogenesis Section,0.07407407407407407
Malaria Infection Biology and Immunity Unit,Human Immunological Diseases Section,0.07407407407407407
Microbial Pathogenesis Section,Gene Regulation Section,0.07407407407407407
Molecular Genetics Section (Laboratory of Viral Diseases),Genetic Engineering Section,0.07407407407407407
Molecular Pathogenesis and Biomarkers Section,B-Cell Molecular Immunology Section,0.07407407407407407
Neuroimmunological Diseases Section,HIV Immunovirology Section,0.07407407407407407
Physiology Unit,Apicomplexan Molecular Physiology Section,0.07407407407407407
Physiology Unit,Infectious Disease Pathogenesis Section,0.07407407407407407
Prion Cell Biology Unit,Functional Cellular Networks Section,0.07407407407407407
RML Flow Cytometry Unit,Hepatic Pathogenesis Section,0.07407407407407407
RNA Viruses Section,Building NIHAC/103,0.07407407407407407
Salmonella-Host Cell Interactions Section,Bacterial Physiology and Metabolism Unit,0.07407407407407407
Signaling Systems Section,Quantitative Virology and Evolution Unit,0.07407407407407407
Structural Biology Section,Hepatic Pathogenesis Section,0.07407407407407407
Structural Informatics Unit,Office of the Animal Program Director,0.07407407407407407
Twinbrook III,Infectious Disease Pathogenesis Section,0.07407407407407407
Viral Biochemistry Section,Mosquito Immunity and Vector Competence Section,0.07407407407407407
Viral Biology Section,Pathology Core,0.07407407407407407
Viral Epidemiology and Immunity Unit,Twinbrook III,0.07407407407407407
Viral Pathogenesis and Vaccine Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.07407407407407407
Vector Molecular Biology Section,Salmonella-Host Cell Interactions Section,0.07395498392282958
Molecular Parasitology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07392996108949416
Molecular Development of the Immune System Section,Caliciviruses Section,0.07391304347826087
Pathogen-Host Cell Biology Section,Caliciviruses Section,0.07391304347826087
Viral Pathogenesis Section (Laboratory of Immunoregulation),Helminth Immunology Section,0.07390300230946882
Viral Pathogenesis and Evolution Section,Intracellular Parasite Biology Section,0.07390300230946882
Immune Activation Section,Food Allergy Research Section,0.07389162561576355
Molecular Signaling Section,Food Allergy Research Section,0.07389162561576355
TSE/Prion Biochemistry Section,Neuroimmunological Diseases Section,0.07389162561576355
Viral Immunology Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.0738255033557047
Viral Pathogenesis Section (Laboratory of Viral Diseases),Signaling Systems Section,0.0738255033557047
Immunity to Pulmonary Pathogens Section,HIV Pathogenesis Section,0.07373271889400922
Structural Immunology Section,Malaria Functional Genomics Section,0.07373271889400922
Translational Autoinflammatory Disease Studies Unit,Molecular and Cellular Immunology Section,0.07373271889400922
Tuberculosis Research Section,B-Cell Molecular Immunology Section,0.07371794871794872
Scientist Emerita,Mucosal Immunobiology Section,0.07368421052631578
Viral Immunology Section,Translational Mycology Section,0.07368421052631578
Inflammation Biology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07365439093484419
Translational Mycology Section,Malaria Genetics Section,0.07364341085271318
Mosquito Immunity and Vector Competence Section,Fungal Pathogenesis Section,0.0736196319018405
Plague Section,B-Cell Molecular Immunology Section,0.0736196319018405
Primary Immune Deficiency Clinic,HIV-Specific Immunity Section,0.0736196319018405
Virus Ecology Section,Gene Regulation Section,0.0736196319018405
Mast Cell Biology Section,HIV Immunovirology Section,0.0735930735930736
Mucosal Immunobiology Section,Genetic Immunotherapy Section,0.0735930735930736
Systems Genomics Section,Pathogenesis and Immunity Section,0.07356948228882834
Vaccine Development Unit,Systems Genomics Section,0.07356948228882834
Molecular Defenses Section,Mast Cell Biology Section,0.0735632183908046
Emerging Virus Immunity Unit,Autoimmunity and Functional Genomics Section,0.07352941176470588
Molecular Parasitology and Entomology Unit,Chlamydial Diseases Section,0.07352941176470588
Molecular Pathogenesis Unit,Building NIHAC/103,0.07352941176470588
RML Genomics Unit,Mucosal Immunobiology Section,0.07352941176470588
Signaling Systems Section,Infectious Disease Pathogenesis Section,0.07352941176470588
Tick-Pathogen Transmission Unit,Apicomplexan Molecular Physiology Section,0.07352941176470588
Viral Budding Unit,Antibacterial Host Defense Unit,0.07352941176470588
Viral Epidemiology and Immunity Unit,Signaling Systems Section,0.07352941176470588
Molecular Development of the Immune System Section,Immunobiology and Molecular Virology Unit,0.07346938775510205
Viral Pathogenesis and Evolution Section,Immunity to Pulmonary Pathogens Section,0.07346938775510205
Viral Epidemiology and Immunity Unit,Metaorganism Immunity Section,0.07344632768361582
Immune Activation Section,Genetic Engineering Section,0.0734341252699784
Molecular Signaling Section,Genetic Engineering Section,0.0734341252699784
Malaria Genetics Section,Chlamydial Diseases Section,0.07339449541284404
Salmonella-Host Cell Interactions Section,Molecular Biology Section,0.07339449541284404
Translational Allergic Immunopathology Unit,Pathology Core,0.07339449541284404
Vector Molecular Biology Section,Molecular Defenses Section,0.07339449541284404
Viral Pathogenesis and Evolution Section,Malaria Immunology Section,0.07339449541284404
Fungal Pathogenesis Section,Disease Modeling and Transmission Section,0.07333333333333333
Hepatic Pathogenesis Section,HIV-Specific Immunity Section,0.07333333333333333
Viral Biochemistry Section,Molecular Pathology Section,0.07333333333333333
Viral Pathogenesis and Vaccine Section,Signaling Systems Section,0.07333333333333333
Systems Genomics Section,Molecular Pathology Section,0.07327586206896551
Molecular Genetics Section (Laboratory of Viral Diseases),Building NIHAC/103,0.07317073170731707
Molecular Parasitology Section,Cell Signaling and Immunity Section,0.07317073170731707
Multiscale Systems Biology Section,HIV-Specific Immunity Section,0.07317073170731707
Neuroimmunology Unit,Clinical Pathophysiology Section,0.07317073170731707
Pathology Core,Lyme Disease Studies Unit,0.07317073170731707
RML Flow Cytometry Unit,Coxiella Pathogenesis Section,0.07317073170731707
Structural Immunology Section,Chlamydial Diseases Section,0.07317073170731707
T-Lymphocyte Biology Section,Epidemiology and Population Studies Unit,0.07317073170731707
Tick-Pathogen Transmission Unit,Infectious Disease Pathogenesis Section,0.07317073170731707
Tuberculosis Research Section,Molecular Pathology Section,0.07317073170731707
Viral Pathogenesis and Vaccine Section,Vector Molecular Biology Section,0.07317073170731707
Microbial Pathogenesis Section,Cellular Immunology Section,0.07311320754716981
TSE/Prion Molecular Biology Section,Pathogenesis and Immunity Section,0.07307692307692308
Vaccine Development Unit,TSE/Prion Molecular Biology Section,0.07307692307692308
Virus Ecology Section,Vector-Pathogen-Host Interaction Unit,0.07307171853856563
Molecular Parasitology Section,Emerging Virus Immunity Unit,0.07303370786516854
TSE/Prion Biochemistry Section,Molecular Entomology Unit,0.07303370786516854
Viral Budding Unit,Molecular Development of the Immune System Section,0.07303370786516854
Molecular Pathogenesis Unit,Molecular Genetics Section (Laboratory of Bacteriology),0.072992700729927
Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),HIV-Specific Immunity Section,0.07296849087893864
Host-Parasite Interactions Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07296137339055794
Tuberculosis Research Section,Cell Signaling and Immunity Section,0.0729483282674772
Molecular Microbiology Section,Epidemiology and Population Studies Unit,0.07291666666666667
Mucosal Immunity Section,Hepatic Pathogenesis Section,0.07291666666666667
Neuroimmunology Unit,Antibacterial Host Defense Unit,0.07291666666666667
Pathogenesis and Immunity Section,Caliciviruses Section,0.07291666666666667
RML Flow Cytometry Unit,Molecular HIV Host Interactions Section,0.07291666666666667
Structural Virology Section,Mosquito Immunity and Vector Competence Section,0.07291666666666667
Translational Allergic Immunopathology Unit,Immune Deficiency Genetics Section,0.07291666666666667
Twinbrook Imaging Facility,Apicomplexan Molecular Physiology Section,0.07291666666666667
Vaccine Development Unit,Caliciviruses Section,0.07291666666666667
Virus Ecology Section,Bacterial Pathogenesis and Antimicrobial Resistance Unit,0.07291666666666667
Structural Immunology Section,Mast Cell Biology Section,0.07289293849658314
Translational Autoinflammatory Disease Studies Unit,Human Eosinophil Section,0.0728744939271255
Lymphocyte Activation Section,Inflammation Biology Section,0.0728476821192053
Metaorganism Immunity Section,Clinical and Molecular Retrovirology Section,0.0728476821192053
RML Genomics Unit,Molecular Pathology Section,0.0728476821192053
Viral Pathogenesis and Vaccine Section,Twinbrook Imaging Facility,0.0728476821192053
Virus Ecology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.0728476821192053
Vector Molecular Biology Section,Molecular and Cellular Immunoregulation Section,0.07282913165266107
Molecular Microbiology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07281553398058252
Molecular Pathogenesis and Biomarkers Section,Cell Signaling and Immunity Section,0.07281553398058252
Mosquito Immunity and Vector Competence Section,Clinical and Molecular Retrovirology Section,0.07281553398058252
Mucosal Immunity Section,Molecular Defenses Section,0.07281553398058252
Mucosal Immunobiology Section,Clinical and Molecular Retrovirology Section,0.07281553398058252
Transplant Infectious Diseases Consult Service,Genetic Immunotherapy Section,0.07281553398058252
Vector Molecular Biology Section,Clinical and Molecular Retrovirology Section,0.07281553398058252
Lung and Vascular Inflammation Section,HIV Immunovirology Section,0.07272727272727272
Molecular Genetics Section (Laboratory of Viral Diseases),Molecular Genetics Section (Laboratory of Bacteriology),0.07272727272727272
RNA Viruses Section,Antibacterial Host Defense Unit,0.07272727272727272
TSE/Prion Biochemistry Section,Infectious Disease Fellowship Training Program,0.07272727272727272
Translational Autoinflammatory Disease Studies Unit,T-Lymphocyte Biology Section,0.07272727272727272
Type 2 Immunity Section,Translational Autoinflammatory Disease Studies Unit,0.07272727272727272
Viral Epidemiology and Immunity Unit,Structural Biology Section,0.07272727272727272
Viral Pathogenesis and Vaccine Section,Lymphocyte Activation Section,0.07272727272727272
Molecular Biology Section,Microbial Pathogenesis Section,0.07267441860465117
Vector Biology Section,Molecular and Cellular Immunology Section,0.07267441860465117
Viral Pathogenesis and Evolution Section,Immune Activation Section,0.07267441860465117
Viral Pathogenesis and Evolution Section,Molecular Signaling Section,0.07267441860465117
Viral Pathogenesis and Vaccine Section,Vector Biology Section,0.07267441860465117
Viral Pathogenesis Section (Laboratory of Immunoregulation),Cellular Immunology Section,0.07264957264957266
Functional Cellular Networks Section,B-Cell Molecular Immunology Section,0.07258064516129033
Malaria Functional Genomics Section,B-Cell Molecular Immunology Section,0.07258064516129033
Primary Immune Deficiency Clinic,Molecular Biology Section,0.07258064516129033
Viral Biology Section,Immunity to Pulmonary Pathogens Section,0.07258064516129033
Intracellular Parasite Biology Section,Genomic Technologies Section,0.07250755287009064
Mucosal Immunobiology Section,Building NIHAC/103,0.07246376811594203
Pathogen Molecular Genetics Section,Mucosal Immunity Section,0.07246376811594203
Translational Mycology Section,Gene Regulation Section,0.07246376811594203
Translational Mycology Section,Chlamydial Diseases Section,0.07236842105263158
Molecular and Cellular Immunoregulation Section,Genomic Technologies Section,0.07228915662650602
T-Lymphocyte Biology Section,Molecular Genetics Section (Laboratory of Viral Diseases),0.07228915662650602
Translational Immunobiology Unit,Translational Autoinflammatory Disease Studies Unit,0.07228915662650602
Translational Mycology Section,Epidemiology and Population Studies Unit,0.07228915662650602
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular Biology Section,0.07228915662650602
Tuberculosis Research Section,Autoimmunity and Functional Genomics Section,0.07224334600760456
Molecular Biology Section,Clinical Research Section,0.07222222222222222
Molecular Genetics Section (Laboratory of Viral Diseases),Malaria Functional Genomics Section,0.07222222222222222
Structural Virology Section,Cellular Immunology Section,0.07222222222222222
Host-Pathogen Interactions and Structural Vaccinology Section,Hepatic Pathogenesis Section,0.07216494845360824
Pathogen Molecular Genetics Section,Infectious Disease Fellowship Training Program,0.07216494845360824
Retroviral Immunology Section,Human Immunological Diseases Section,0.07216494845360824
Salmonella-Host Cell Interactions Section,Hepatic Pathogenesis Section,0.07216494845360824
Tuberculosis Research Section,Genetic Immunotherapy Section,0.07216494845360824
Molecular and Cellular Immunoregulation Section,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.07214765100671142
Metaorganism Immunity Section,Disease Modeling and Transmission Section,0.07214428857715431
Translational Autoinflammatory Disease Studies Unit,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07213930348258707
Human Eosinophil Section,Genomic Technologies Section,0.07211538461538461
Infectious Disease Fellowship Training Program,Helminth Immunology Section,0.07209302325581396
Genetic Immunotherapy Section,Autoimmunity and Functional Genomics Section,0.07207207207207207
Molecular Defenses Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.07207207207207207
Pathology Core,Molecular Pathogenesis Unit,0.07207207207207207
RML Genomics Unit,LID Clinical Studies Unit,0.07207207207207207
RNA Viruses Section,Malaria Immunology Section,0.07207207207207207
Signaling Systems Section,Host-Parasite Interactions Section,0.07207207207207207
Malaria Immunology Section,B-Cell Molecular Immunology Section,0.072
Molecular Pathogenesis and Biomarkers Section,Inflammation & Innate Immunity Unit,0.072
Translational Autoinflammatory Disease Studies Unit,Barrier Immunity Section,0.072
Viral Pathogenesis Section (Laboratory of Immunoregulation),Transplant Infectious Diseases Consult Service,0.072
Molecular Genetics Section (Laboratory of Bacteriology),DNA Tumor Virus Section,0.07194244604316546
Molecular Pathology Section,Host-Parasite Interactions Section,0.07194244604316546
Neuroimmunological Diseases Section,Clinical Pathophysiology Section,0.07194244604316546
Pathogenesis and Immunity Section,B-Cell Molecular Immunology Section,0.0718954248366013
Salmonella-Host Cell Interactions Section,Molecular and Cellular Immunology Section,0.0718954248366013
Vaccine Development Unit,B-Cell Molecular Immunology Section,0.0718954248366013
Viral Immunity and Pathogenesis Unit,Molecular Parasitology Section,0.0718954248366013
Clinical Research Section,Autoimmunity and Functional Genomics Section,0.0718562874251497
Translational Autoinflammatory Disease Studies Unit,Translational Allergic Immunopathology Unit,0.0718562874251497
Viral Pathogenesis Section (Laboratory of Immunoregulation),Infectious Disease Fellowship Training Program,0.0718232044198895
Molecular Pathology Section,Molecular Microbiology Section,0.07179487179487179
Nonhuman Primate Virology Section,Mosquito Immunity and Vector Competence Section,0.07179487179487179
Molecular Parasitology Section,Clinical Research Section,0.07177033492822966
Molecular and Cellular Immunoregulation Section,Lung and Vascular Inflammation Section,0.07174887892376682
TSE/Prion Biochemistry Section,Molecular Pathogenesis and Biomarkers Section,0.07174887892376682
Infectious Disease Fellowship Training Program,Clinical and Molecular Retrovirology Section,0.07172995780590717
Malaria Cell Biology Section,Emerging Virus Immunity Unit,0.07172995780590717
Host-Parasite Interactions Section,Cellular Biology Section,0.07171314741035857
Lyme Disease Studies Unit,Immunopathogenesis Section (Laboratory of Clinical Immunology and Microbiology),0.07167832167832168
TSE/Prion Molecular Biology Section,Microbial Pathogenesis Section,0.07164179104477612
Immunopathogenesis Section (Laboratory of Immunoregulation),DNA Tumor Virus Section,0.07163323782234957
Immunopathogenesis Section (Laboratory of Immunoregulation),Genomic Technologies Section,0.07162534435261708
Vector-Pathogen-Host Interaction Unit,Pathogen-Host Cell Biology Section,0.07152145643693109
Chemotaxis Signal Section,Cellular Biology Section,0.07142857142857142
Clinical Pathophysiology Section,Cellular Biology Section,0.07142857142857142
DNA Tumor Virus Section,Building NIHAC/103,0.07142857142857142
Fungal Pathogenesis Section,Food Allergy Research Section,0.07142857142857142
Genomic Technologies Section,Chemotaxis Signal Section,0.07142857142857142
HIV Pathogenesis Section,Autoimmunity and Functional Genomics Section,0.07142857142857142
Immune Deficiency Genetics Section,Autoimmunity and Functional Genomics Section,0.07142857142857142
Infectious Disease Pathogenesis Section,Immunobiology Section,0.07142857142857142
Innate Immunity and Pathogenesis Section,Biological Imaging,0.07142857142857142
Innate Immunity and Pathogenesis Section,Cell Signaling and Immunity Section,0.07142857142857142
Integrative Immunobiology Section,Functional Cellular Networks Section,0.07142857142857142
Malaria Genetics Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.07142857142857142
Metaorganism Immunity Section,Chlamydial Diseases Section,0.07142857142857142
Molecular Biology Section,Emerging Respiratory Viruses Section,0.07142857142857142
Molecular Biology Section,Medical Virology Section,0.07142857142857142
Molecular Defenses Section,Food Allergy Research Section,0.07142857142857142
Molecular Defenses Section,HIV Immunovirology Section,0.07142857142857142
Molecular Genetics Section (Laboratory of Viral Diseases),Functional Cellular Networks Section,0.07142857142857142
Molecular Parasitology Section,Inflammation Biology Section,0.07142857142857142
Molecular Parasitology and Entomology Unit,Integrative Immunobiology Section,0.07142857142857142
Molecular Pathogenesis and Biomarkers Section,Autoimmunity and Functional Genomics Section,0.07142857142857142
Multiscale Systems Biology Section,Inflammation & Innate Immunity Unit,0.07142857142857142
Neuroimmunology Unit,Gene Regulation Section,0.07142857142857142
Office of the Animal Program Director,Infectious Disease Pathogenesis Section,0.07142857142857142
Pathogen Molecular Genetics Section,Inflammation Biology Section,0.07142857142857142
Pathology Core,Molecular Genetics Section (Laboratory of Viral Diseases),0.07142857142857142
Protein Chemistry Section,Infectious Disease Pathogenesis Section,0.07142857142857142
RML Microscopy Unit,Inflammation & Innate Immunity Unit,0.07142857142857142
Signaling Systems Section,Innate Immunity and Pathogenesis Section,0.07142857142857142
Structural Immunology Section,Biological Imaging,0.07142857142857142
T-Cell Tolerance and Memory Section,Genomic Technologies Section,0.07142857142857142
T-Cell Tolerance and Memory Section,Signaling Systems Section,0.07142857142857142
TSE/Prion Biochemistry Section,Structural Informatics Unit,0.07142857142857142
Twinbrook III,Building NIHAC/103,0.07142857142857142
Twinbrook Imaging Facility,TSE/Prion Molecular Biology Section,0.07142857142857142
Type 2 Immunity Section,Microbial Pathogenesis Section,0.07142857142857142
Vector Molecular Biology Section,Mucosal Immunobiology Section,0.07142857142857142
Viral Biochemistry Section,Molecular Parasitology Section,0.07142857142857142
Viral Epidemiology and Immunity Unit,Molecular Entomology Unit,0.07142857142857142
Viral Epidemiology and Immunity Unit,Office of the Animal Program Director,0.07142857142857142
Viral Epidemiology and Immunity Unit,Protein Chemistry Section,0.07142857142857142
Viral Epidemiology and Immunity Unit,Transplant Infectious Diseases Consult Service,0.07142857142857142
Viral Immunity and Pathogenesis Unit,Immune Deficiency Genetics Section,0.07142857142857142
Viral Immunity and Pathogenesis Unit,Molecular Pathogenesis and Biomarkers Section,0.07142857142857142
Viral Pathogenesis and Vaccine Section,Molecular Parasitology Section,0.07142857142857142
Microbial Pathogenesis Section,Lymphocyte Activation Section,0.0713224368499257
Retroviral Immunology Section,Mast Cell Biology Section,0.07126948775055679
Intracellular Parasite Biology Section,Clinical and Molecular Retrovirology Section,0.07125307125307126
Malaria Infection Biology and Immunity Unit,Genetic Engineering Section,0.07122507122507123
Primary Immune Deficiency Clinic,Emerging Respiratory Viruses Section,0.0712166172106825
Primary Immune Deficiency Clinic,Medical Virology Section,0.0712166172106825
Malaria Cell Biology Section,Genetic Immunotherapy Section,0.07120743034055728
Molecular Parasitology Section,Clinical and Molecular Retrovirology Section,0.07112970711297072
Host-Parasite Interactions Section,Helminth Immunology Section,0.07107843137254902
Molecular Entomology Unit,Molecular Development of the Immune System Section,0.07106598984771574
Pathogen-Host Cell Biology Section,Molecular Entomology Unit,0.07106598984771574
Malaria Functional Genomics Section,LID Clinical Studies Unit,0.07103825136612021
Inflammation Biology Section,Fungal Pathogenesis Section,0.07100591715976332
Viral Biochemistry Section,Coxiella Pathogenesis Section,0.07100591715976332
Viral Pathogenesis Section (Laboratory of Viral Diseases),Molecular HIV Host Interactions Section,0.07100591715976332
Molecular Pathogenesis and Biomarkers Section,International HIV/STD Section,0.07097791798107256
Cell Signaling and Immunity Section,Antibacterial Host Defense Unit,0.07096774193548387
Molecular Microbiology Section,LID Clinical Studies Unit,0.07096774193548387
Viral Epidemiology and Immunity Unit,TSE/Prion Biochemistry Section,0.07096774193548387
Viral Pathogenesis Section (Laboratory of Viral Diseases),Apicomplexan Molecular Physiology Section,0.07096774193548387
Molecular Microbiology Section,Genetic Immunotherapy Section,0.07094594594594594
Molecular and Cellular Immunoregulation Section,Host-Pathogen Interactions and Structural Vaccinology Section,0.07092198581560284
Structural Immunology Section,Human Immunological Diseases Section,0.07092198581560284
TSE/Prion Molecular Biology Section,Infectious Disease Fellowship Training Program,0.07092198581560284
Lymphocyte Biology Section,Clinical Research Section,0.0708955223880597
Molecular Genetics Section (Laboratory of Bacteriology),Molecular Entomology Unit,0.07086614173228346
Molecular Parasitology Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07086614173228346
Molecular Pathogenesis Unit,Immunity to Pulmonary Pathogens Section,0.07086614173228346
Viral Biochemistry Section,Hepatic Pathogenesis Section,0.07086614173228346
Systems Genomics Section,Molecular Genetics Section (Laboratory of Bacteriology),0.07083333333333333
Mosquito Immunity and Vector Competence Section,Genetic Engineering Section,0.0708215297450425
Molecular Entomology Unit,Host-Parasite Interactions Section,0.07079646017699115
Structural Biology Section,Chemotaxis Signal Section,0.07079646017699115
Vector-Pathogen-Host Interaction Unit,Helminth Immunology Section,0.07075962539021852
Chlamydial Diseases Section,Biology of Vector-Borne Viruses Section,0.0707070707070707
Emerging Virus Immunity Unit,Building NIHAC/103,0.0707070707070707
Neuroimmunology Unit,Cellular Immunology Section,0.0707070707070707
Plague Section,Inflammation & Innate Immunity Unit,0.0707070707070707
Structural Immunology Section,RML Flow Cytometry Unit,0.0707070707070707
Pathogenesis and Immunity Section,Genetic Immunotherapy Section,0.07068062827225131
Vaccine Development Unit,Genetic Immunotherapy Section,0.07068062827225131
Structural Biology Section,Malaria Immunology Section,0.07065217391304347
Viral Biochemistry Section,Immunopathogenesis Section (Laboratory of Immunoregulation),0.07065217391304347
Viral Pathogenesis Section (Laboratory of Immunoregulation),Molecular Pathogenesis and Biomarkers Section,0.07065217391304347
Virus Ecology Section,Viral Immunity and Pathogenesis Unit,0.07065217391304347
Primary Immune Deficiency Clinic,Lymphocyte Activation Section,0.0706401766004415
Lung and Vascular Inflammation Section,Antibacterial Host Defense Unit,0.07058823529411765
RML Microscopy Unit,Bacterial Physiology and Metabolism Unit,0.07058823529411765
TSE/Prion Molecular Biology Section,LID Clinical Studies Unit,0.07058823529411765
Translational Autoinflammatory Disease Studies Unit,Mucosal Immunobiology Section,0.07058823529411765
Type 2 Immunity Section,Structural Biology Section,0.07058823529411765
Viral Immunity and Pathogenesis Unit,Multiscale Systems Biology Section,0.07058823529411765
Molecular Parasitology Section,Molecular Development of the Immune System Section,0.07053941908713693
Molecular Pathogenesis and Biomarkers Section,Lymphocyte Biology Section,0.07053941908713693
Molecular and Cellular Immunology Section,Human Eosinophil Section,0.07053941908713693
Structural Virology Section,Pathogen Molecular Genetics Section,0.07053941908713693
Lymphocyte Activation Section,Clinical and Molecular Retrovirology Section,0.07050092764378478
